Symbol,Year,Month,Week,Day,Hour,Minute,Open,High,Low,Close,Volume
EURJPY,2014,10,0,5,0,0,121.690,121.719,121.620,121.636,2366.000,
EURJPY,2014,9,0,28,0,0,121.593,121.697,121.550,121.689,3682.000,
EURJPY,2014,9,0,21,0,0,121.722,121.749,121.567,121.593,3513.000,
EURJPY,2014,9,0,14,0,0,121.731,121.859,121.717,121.722,3973.000,
EURJPY,2014,9,0,7,0,0,121.373,121.748,121.344,121.732,4655.000,
EURJPY,2014,8,0,31,0,0,121.328,121.386,121.258,121.373,2866.000,
EURJPY,2014,8,0,24,0,0,121.296,121.379,121.289,121.328,2127.000,
EURJPY,2014,8,0,17,0,0,121.355,121.384,121.288,121.296,2172.000,
EURJPY,2014,8,0,10,0,0,121.370,121.418,121.339,121.354,3182.000,
EURJPY,2014,8,0,3,0,0,121.351,121.406,121.339,121.368,1062.000,
EURJPY,2014,7,0,27,0,0,121.375,121.428,121.314,121.351,738.000,
EURJPY,2014,7,0,20,0,0,121.506,121.510,121.355,121.360,2477.000,
EURJPY,2014,7,0,13,0,0,121.513,121.525,121.445,121.507,1927.000,
EURJPY,2014,7,0,6,0,0,121.448,121.532,121.388,121.513,2772.000,
EURJPY,2014,6,0,29,0,0,121.492,121.526,121.406,121.448,3125.000,
EURJPY,2014,6,0,22,0,0,121.535,121.571,121.459,121.492,3074.000,
EURJPY,2014,6,0,15,0,0,121.351,121.566,121.324,121.536,3457.000,
EURJPY,2014,6,0,8,0,0,121.359,121.395,121.301,121.353,2860.000,
EURJPY,2014,6,0,1,0,0,121.505,121.539,121.335,121.357,3547.000,
EURJPY,2014,5,0,25,0,0,121.528,121.580,121.456,121.505,3432.000,
EURJPY,2014,5,0,18,0,0,121.318,121.641,121.295,121.529,4707.000,
EURJPY,2014,5,0,11,0,0,121.275,121.416,121.239,121.318,4750.000,
EURJPY,2014,5,0,4,0,0,121.156,121.312,121.019,121.274,6137.000,
EURJPY,2014,4,0,27,0,0,120.916,121.160,120.891,121.155,6340.000,
EURJPY,2014,4,0,20,0,0,120.543,120.999,120.510,120.913,8888.000,
EURJPY,2014,4,0,13,0,0,120.542,120.627,120.493,120.547,6353.000,
EURJPY,2014,4,0,6,0,0,120.488,120.640,120.371,120.540,5179.000,
EURJPY,2014,3,0,30,0,0,120.500,120.550,120.412,120.489,4766.000,
EURJPY,2014,3,0,23,0,0,120.289,120.516,120.286,120.498,5286.000,
EURJPY,2014,3,0,16,0,0,120.162,120.295,120.146,120.288,3779.000,
EURJPY,2014,3,0,9,0,0,120.117,120.189,120.114,120.162,3277.000,
EURJPY,2014,3,0,2,0,0,120.086,120.146,120.017,120.116,3618.000,
EURJPY,2014,2,0,23,0,0,120.109,120.210,120.085,120.085,3714.000,
EURJPY,2014,2,0,16,0,0,120.425,120.453,120.085,120.109,4700.000,
EURJPY,2014,2,0,9,0,0,120.328,120.446,120.297,120.426,3679.000,
EURJPY,2014,2,0,2,0,0,120.159,120.351,120.151,120.329,3793.000,
EURJPY,2014,1,0,26,0,0,120.072,120.235,120.059,120.160,4153.000,
EURJPY,2014,1,0,19,0,0,120.111,120.174,120.036,120.072,5100.000,
EURJPY,2014,1,0,12,0,0,119.955,120.114,119.908,120.112,5867.000,
